"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9028731","R-HSA-9028731","Activated NTRK2 signals through FRS2 and FRS3","6/1871","11/11287",0.545454545454545,3.29051066517662,3.38785503743677,0.00446039963801955,0.0172428238929437,0.0172428238929437,"3845/4893/10818/627/5781/2885",6
"R-HSA-9634285","R-HSA-9634285","Constitutive Signaling by Overexpressed ERBB2","6/1871","11/11287",0.545454545454545,3.29051066517662,3.38785503743677,0.00446039963801955,0.0172428238929437,0.0172428238929437,"11140/3845/3320/4893/2064/2885",6
"R-HSA-196780","R-HSA-196780","Biotin transport and metabolism","6/1871","11/11287",0.545454545454545,3.29051066517662,3.38785503743677,0.00446039963801955,0.0172428238929437,0.0172428238929437,"51248/31/5095/5096/8884/64087",6
"R-HSA-4615885","R-HSA-4615885","SUMOylation of DNA replication proteins","15/1871","45/11287",0.333333333333333,2.01086762871905,3.02867342906048,0.00448981292616201,0.0172428238929437,0.0172428238929437,"81929/7153/23225/9818/55143/9883/9212/79023/53371/8086/348995/5903/3619/8021/5111",15
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","10/1871","25/11287",0.4,2.41304115446285,3.15275879137906,0.00451073873301487,0.0172428238929437,0.0172428238929437,"207/1026/208/4193/2308/842/2475/1027/1385/5170",10
"R-HSA-9701192","R-HSA-9701192","Defective homologous recombination repair (HRR) due to BRCA1 loss of function","10/1871","25/11287",0.4,2.41304115446285,3.15275879137906,0.00451073873301487,0.0172428238929437,0.0172428238929437,"472/5932/641/5888/80010/675/9156/4361/580/672",10
"R-HSA-9701193","R-HSA-9701193","Defective homologous recombination repair (HRR) due to PALB2 loss of function","10/1871","25/11287",0.4,2.41304115446285,3.15275879137906,0.00451073873301487,0.0172428238929437,0.0172428238929437,"472/5932/641/5888/80010/675/9156/4361/580/672",10
"R-HSA-9704331","R-HSA-9704331","Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function","10/1871","25/11287",0.4,2.41304115446285,3.15275879137906,0.00451073873301487,0.0172428238929437,0.0172428238929437,"472/5932/641/5888/80010/675/9156/4361/580/672",10
"R-HSA-9704646","R-HSA-9704646","Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function","10/1871","25/11287",0.4,2.41304115446285,3.15275879137906,0.00451073873301487,0.0172428238929437,0.0172428238929437,"472/5932/641/5888/80010/675/9156/4361/580/672",10
"R-HSA-5696397","R-HSA-5696397","Gap-filling DNA repair synthesis and ligation in GG-NER","10/1871","25/11287",0.4,2.41304115446285,3.15275879137906,0.00451073873301487,0.0172428238929437,0.0172428238929437,"5427/5984/5426/6118/6117/5424/5985/7311/7515/5111",10
"R-HSA-211000","R-HSA-211000","Gene Silencing by RNA","29/1871","108/11287",0.268518518518519,1.61986558980145,2.88523784288566,0.00453709455275288,0.0173052013472256,0.0173052013472256,"27327/10526/3320/54487/333932/8357/23112/23405/3021/5432/8338/5441/5901/8351/192669/4603/85236/8331/143689/27161/26523/11022/8358/554313/3017/8337/8370/8349/8343",29
"R-HSA-3214815","R-HSA-3214815","HDACs deacetylate histones","26/1871","94/11287",0.276595744680851,1.66859228766048,2.90152107469555,0.00456622535604521,0.0173778642689226,0.0173778642689226,"9112/8841/23186/57459/3066/333932/85235/9219/5928/8357/8338/51742/440689/5978/8351/85236/8331/53615/1108/8358/554313/3017/8337/8370/8349/8343",26
"R-HSA-5696400","R-HSA-5696400","Dual Incision in GG-NER","14/1871","41/11287",0.341463414634146,2.05991318063902,3.03065760270622,0.00467022534864257,0.0176180930001308,0.0176180930001308,"8451/5427/7507/5984/5426/2072/6118/6117/5424/5985/7311/5111/142/1642",14
"R-HSA-9675136","R-HSA-9675136","Diseases of DNA Double-Strand Break Repair","14/1871","41/11287",0.341463414634146,2.05991318063902,3.03065760270622,0.00467022534864257,0.0176180930001308,0.0176180930001308,"472/5984/5932/641/5888/6118/6117/80010/5985/675/9156/4361/580/672",14
"R-HSA-9701190","R-HSA-9701190","Defective homologous recombination repair (HRR) due to BRCA2 loss of function","14/1871","41/11287",0.341463414634146,2.05991318063902,3.03065760270622,0.00467022534864257,0.0176180930001308,0.0176180930001308,"472/5984/5932/641/5888/6118/6117/80010/5985/675/9156/4361/580/672",14
"R-HSA-159231","R-HSA-159231","Transport of Mature mRNA Derived from an Intronless Transcript","14/1871","41/11287",0.341463414634146,2.05991318063902,3.03065760270622,0.00467022534864257,0.0176180930001308,0.0176180930001308,"81929/23225/9818/22916/1977/9883/8189/79023/53371/8086/348995/5903/8021/55339",14
"R-HSA-180910","R-HSA-180910","Vpr-mediated nuclear import of PICs","12/1871","33/11287",0.363636363636364,2.19367377678441,3.06099668668577,0.0048334013452709,0.0181938513520677,0.0181938513520677,"81929/23225/9818/3159/11168/9883/79023/53371/8086/348995/5903/8021",12
"R-HSA-9705671","R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses","32/1871","123/11287",0.260162601626016,1.56945766143925,2.83059525230449,0.00500847520350284,0.0188117892175139,0.0188117892175139,"81929/3320/3105/114548/23225/9818/10484/3456/3654/51128/23367/9883/5781/3551/79023/53371/8086/6772/348995/3326/10146/7311/9908/5903/57506/8021/22863/23118/7097/3107/3838/3135",32
"R-HSA-8876198","R-HSA-8876198","RAB GEFs exchange GTP for GDP on RABs","25/1871","90/11287",0.277777777777778,1.67572302393254,2.86888291607859,0.00504150503059031,0.0188946840711689,0.0188946840711689,"7109/11021/207/22931/2665/5868/208/7531/201475/160518/10981/23011/8408/10890/117177/5861/51552/201627/9909/79890/5878/5869/81876/51762/81846",25
"R-HSA-1839117","R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants","8/1871","18/11287",0.444444444444444,2.68115683829206,3.18181911369906,0.00512271410828494,0.0191573950600504,0.0191573950600504,"11116/7750/6774/5295/399687/6772/6777/2885",8
"R-HSA-5696398","R-HSA-5696398","Nucleotide Excision Repair","29/1871","109/11287",0.26605504587156,1.60500443760144,2.82919868966142,0.00522566844965184,0.0195001134354974,0.0195001134354974,"8451/1022/5427/7507/60/5984/5432/2873/5441/27339/5426/2072/6118/54891/50813/6117/5424/8607/10445/54617/5985/7311/7515/7528/9716/5111/142/54778/1642",29
"R-HSA-176409","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","19/1871","63/11287",0.301587301587302,1.8193564259839,2.90698641103154,0.0052432053622882,0.0195232959926239,0.0195232959926239,"5693/5704/991/5714/64682/701/11065/27338/5717/983/9232/5688/5707/890/5705/7311/11047/5684/9861",19
"R-HSA-187577","R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","16/1871","50/11287",0.32,1.93043292357028,2.9391284938891,0.00533577133901331,0.0198251504061615,0.0198251504061615,"5693/5704/1026/5714/5717/5688/5707/890/5705/7311/1019/1027/595/11047/5684/9861",16
